task,team,timestamp,rank_video,elapsed_since_task_start_ms,QT,QT_Explanation,category,type,value,additionals
vbse013,visione2,1668160187821,7.0,162863.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,graykeyframe+ graffiti wall+ graykeyframe+ a window on the right,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,vibro1,1668160188000,1343.0,163042.0,Image,category == IMAGE,IMAGE,globalFeatures, video 07646 at 00:05:35:00 (Frame #8375),{}
vbse013,cvhunter3,1668160188301,387.0,163343.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: black&white man on a bed and in front of a wall. > man in front of a painted wall,{}
vbse013,vibro3,1668160189000,252.0,164042.0,Temporal,CVhunter Temporal Query,TEMPORAL,frame > text,frame 1101.jpg in video 03389 at 00:09:10:00 (Frame #16500)  >  black and white dark scene of young man with grafitty on the background,{}
vbse013,vibro1,1668160191000,1202.0,166042.0,Image,category == IMAGE,IMAGE,globalFeatures, video 13108 at 00:02:44:00 (Frame #4100),{}
vbse013,visione1,1668160195091,inf,170133.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Flashing shots of a man on a bed and in front of a wall+ Flashing shots,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,visione4,1668160196742,618.0,171784.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,person black  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.+ 1 person+ 2cperson 2dperson 3cperson 3dperson 4cperson 4dperson 0ablack 0bblack 1ablack 1bblack 2ablack 2bblack+ black+ 2ablack 2bblack 2cblack 3ablack 3bblack 3cblack 4ablack 4bblack 4cblack,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}"
vbse013,vibro4,1668160197000,514.0,172042.0,Text,type == jointEmbedding,TEXT,jointEmbedding,black and white shot of a man laying on bed in a dark room stroboscope,{}
vbse013,cvhunter1,1668160197552,inf,172594.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall what,{}
vbse013,visione3,1668160197901,106.0,172943.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,black black+ a man with a black shirt on a bed+ 4ablack 4bblack 4cblack 4dblack 4eblack 4fblack 4gblack 5ablack 5bblack 5cblack 5dblack 5eblack 5fblack 5gblack 6ablack 6bblack 6cblack 6dblack 6eblack 6fblack 6gblack 0ablack 0bblack 0cblack 0dblack 0eblack 0fblack 0gblack 1ablack 1bblack 1cblack 1dblack 1eblack 1fblack 1gblack+ Flashing shots of a black and white video with spray writings on the wall,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,cvhunter1,1668160198316,inf,173358.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall what,{}
vbse013,cvhunter2,1668160198661,454.0,173703.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: man on a bed and in front of a wall > black grafitti in dark,{}
vbse013,cvhunter2,1668160199645,454.0,174687.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: man on a bed and in front of a wall > black grafitti in dark,{}
vbse013,visione1,1668160201109,2201.0,176151.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Flashing shots of a man on a bed and in front of a wall+ Flashing shots of a man on a bed and in front of a wall,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,cvhunter3,1668160201387,209.0,176429.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: black&white man on a bed and in front of a wall. > black&white man in front of a painted wall,{}
vbse013,cvhunter3,1668160203166,209.0,178208.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: black&white man on a bed and in front of a wall. > black&white man in front of a painted wall,{}
vbse013,cvhunter2,1668160203771,905.0,178813.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: man on a bed > black grafitti in dark,{}
vbse013,vibro2,1668160204000,2913.0,179042.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Face of a Man on a bed.  >  Hand in the dark in front of a wall,{}
vbse013,cvhunter1,1668160204557,9907.0,179599.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall,{}
vbse013,cvhunter2,1668160204934,905.0,179976.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: man on a bed > black grafitti in dark,{}
vbse013,cvhunter1,1668160205206,9907.0,180248.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall,{}
vbse013,visione2,1668160207295,1.0,182337.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,graykeyframe+ a man on the bed+ graykeyframe+ a window on the right,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,cvhunter2,1668160209100,625.0,184142.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: man on a bed > black grafitti in dark on wall,{}
vbse013,cvhunter2,1668160210127,625.0,185169.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: man on a bed > black grafitti in dark on wall,{}
vbse013,cvhunter3,1668160212631,119.0,187673.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: black&white man on a bed and in front of a wall. > black&white man in front of a sprayedwall,{}
vbse013,cvhunter3,1668160214360,119.0,189402.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: black&white man on a bed and in front of a wall. > black&white man in front of a sprayedwall,{}
vbse013,visione1,1668160214943,3085.0,189985.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,human_face+ Flashing shots of a man on a bed and in front of a wall+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face+ Flashing shots of a man on a bed and in front of a wall,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,vibro1,1668160215000,1343.0,190042.0,Image,category == IMAGE,IMAGE,globalFeatures, video 13108 at 00:02:44:00 (Frame #4100),{}
vbse013,vibro2,1668160217000,3606.0,192042.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Face of a Man on a bed.  >  Hand in the dark in front of a wall,{}
vbse013,visione1,1668160218986,3183.0,194028.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,human_face black+ Flashing shots of a man on a bed and in front of a wall+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 2ablack 2bblack 3ablack 3bblack 4ablack 4bblack+ Flashing shots of a man on a bed and in front of a wall,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,cvhunter1,1668160220515,2990.0,195557.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Flashing shots of a man on a bed and in front of a wall,{}
vbse013,cvhunter1,1668160221171,2990.0,196213.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Flashing shots of a man on a bed and in front of a wall,{}
vbse013,visione1,1668160223900,3775.0,198942.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,human_face black black+ Flashing shots of a man on a bed and in front of a wall+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 2ablack 2bblack 3ablack 3bblack 4ablack 4bblack 1eblack 1fblack 1gblack 2eblack 2fblack 2gblack 3eblack 3fblack 3gblack 4eblack 4fblack 4gblack+ Flashing shots of a man on a bed and in front of a wall,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,visione1,1668160226471,4001.0,201513.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,human_face black black black+ Flashing shots of a man on a bed and in front of a wall+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 2ablack 2bblack 3ablack 3bblack 4ablack 4bblack 1eblack 1fblack 1gblack 2eblack 2fblack 2gblack 3eblack 3fblack 3gblack 4eblack 4fblack 4gblack 3dblack 3eblack 4dblack 4eblack 5dblack 5eblack+ Flashing shots of a man on a bed and in front of a wall,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,visione1,1668160228458,3416.0,203500.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,human_face black black black+ Flashing shots of a man on a bed and in front of a wall+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 2ablack 2bblack 3ablack 3bblack 4ablack 4bblack 1eblack 1fblack 1gblack 2eblack 2fblack 2gblack 3eblack 3fblack 3gblack 4eblack 4fblack 4gblack 3dblack 3eblack 4dblack 4eblack 5dblack 5eblack+ Flashing shots of a man on a bed and in front of a wall,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,vibro4,1668160230000,6368.0,205042.0,Text,type == jointEmbedding,TEXT,jointEmbedding,black and white graffiti,{}
vbse013,visione4,1668160238397,3182.0,213439.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,2cperson 2dperson 3cperson 3dperson 4cperson 4dperson 0ablack 0bblack 1ablack 1bblack 2ablack 2bblack,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse013,visione4,1668160238397,3182.0,213439.0,Text,type == jointEmbedding,TEXT,jointEmbedding,1 person,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse013,visione4,1668160238397,3182.0,213439.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,person black  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse013,vibro1,1668160242000,9820.0,217042.0,Image,category == IMAGE,IMAGE,globalFeatures, video 13108 at 00:04:47:00 (Frame #7175),{}
vbse013,visione1,1668160247376,4003.0,222418.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Flashing shots of a man on a bed and in front of a wall,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse013,vibro4,1668160248000,117.0,223042.0,Text,type == jointEmbedding,TEXT,jointEmbedding,black and white shot of a man lying in bed in a dark room,{}
vbse013,visione4,1668160248883,9343.0,223925.0,Text,type == jointEmbedding,TEXT,jointEmbedding,1 person,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse013,visione4,1668160248883,9343.0,223925.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,person  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse013,visione4,1668160248883,9343.0,223925.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,2cperson 2dperson 3cperson 3dperson 4cperson 4dperson,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse013,cvhunter1,1668160249327,494.0,224369.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 15491:74093_240:4653_15491:22627_15491:75614_15491:22687_13050:1438_4077:8919_16998:8236_9878:6623_11404:474_| group:1|767:3004_11693:9681_2050:8762_11272:7253_3089:8086_,{}
vbse013,vibro2,1668160252000,inf,227042.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Face of a Man on a bed.  >  Hand in the dark in front of a wall,{}
vbse013,visione4,1668160259974,803.0,235016.0,Text,type == jointEmbedding,TEXT,jointEmbedding,1 person,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse013,visione4,1668160259974,803.0,235016.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,* -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse013,vibro2,1668160266000,1953.0,241042.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Face of a Man on a bed.  >  Hand in the dark in front of a wall,{}
vbse013,visione4,1668160267694,inf,242736.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,* -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""occur=and,simReorder=false""}"
vbse013,visione1,1668160268571,3151.0,243613.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,human_face black black black+ Flashing shots of a man on a bed and in front of a wall+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 2ablack 2bblack 3ablack 3bblack 4ablack 4bblack 1eblack 1fblack 1gblack 2eblack 2fblack 2gblack 3eblack 3fblack 3gblack 4eblack 4fblack 4gblack 3dblack 3eblack 4dblack 4eblack 5dblack 5eblack+ Flashing shots of a man on a bed and in front of a wall,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,vibro1,1668160271000,5180.0,246042.0,Image,category == IMAGE,IMAGE,globalFeatures, video 00161 at 00:01:01:00 (Frame #1828),{}
vbse013,visione1,1668160271834,3145.0,246876.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,human_face black black+ Flashing shots of a man on a bed and in front of a wall+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 2ablack 2bblack 3ablack 3bblack 4ablack 4bblack 1eblack 1fblack 1gblack 2eblack 2fblack 2gblack 3eblack 3fblack 3gblack 4eblack 4fblack 4gblack+ Flashing shots of a man on a bed and in front of a wall,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,visione1,1668160275058,2923.0,250100.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,human_face black+ Flashing shots of a man on a bed and in front of a wall+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 2ablack 2bblack 3ablack 3bblack 4ablack 4bblack+ Flashing shots of a man on a bed and in front of a wall,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,cvhunter2,1668160276426,374.0,251468.0,Image,category == IMAGE,IMAGE,feedbackModel,Temporal Bayes CLIP 4164:22825_9630:3094_7876:1791_7300:3262_7876:3267_3969:4609_1166:8081_1407:2094_6258:12318_7876:1993_| group:2|3757:916_3757:1005_,{}
vbse013,cvhunter1,1668160276587,2830.0,251629.0,Text,type == JointEmbedding,TEXT,JointEmbedding,"CLIP: flash, storm, man on a bed and in front of a wall",{}
vbse013,cvhunter1,1668160277320,2830.0,252362.0,Text,type == JointEmbedding,TEXT,JointEmbedding,"CLIP: flash, storm, man on a bed and in front of a wall",{}
vbse013,vibro2,1668160280000,2290.0,255042.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Face of a Man on a bed.  >  Hand in the dark in front of a wall,{}
vbse013,visione1,1668160281240,3757.0,256282.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,human_face+ Flashing shots of a man on a bed and in front of a wall+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face+ Flashing shots of a man on a bed and in front of a wall,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,vibro1,1668160282000,5923.0,257042.0,Image,category == IMAGE,IMAGE,globalFeatures, video 00161 at 00:01:01:00 (Frame #1828),{}
vbse013,vibro4,1668160285000,535.0,260042.0,Text,type == jointEmbedding,TEXT,jointEmbedding,black and white shot of a man lying in bed in a dark room with graffiti,{}
vbse013,visione1,1668160288447,2337.0,263489.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,"human_face+ Flashing shots of a man on a bed and in front of a wall, dark+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face+ Flashing shots of a man on a bed and in front of a wall","{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,cvhunter2,1668160295740,inf,270782.0,Image,category == IMAGE,IMAGE,JointEmbedding,6353:21800 : rows=True,{}
vbse013,visione4,1668160297003,inf,272045.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,* -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.+ person+ 1bperson 1cperson 1dperson 2bperson 2cperson 2dperson 3bperson 3cperson 3dperson 4bperson 4cperson 4dperson,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}"
vbse013,cvhunter1,1668160297741,3943.0,272783.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: flash storm man on a bed and in front of a wall,{}
vbse013,cvhunter1,1668160298434,3943.0,273476.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: flash storm man on a bed and in front of a wall,{}
vbse013,vibro1,1668160299000,1307.0,274042.0,Image,category == IMAGE,IMAGE,globalFeatures, video 00161 at 00:01:01:00 (Frame #1828),{}
vbse013,visione1,1668160299258,2453.0,274300.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,"human_face+ Flashing shots of a man on a bed and in front of a wall, dark+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face+ Flashing shots of a man on a bed and in front of a wall","{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,vibro2,1668160300000,1684.0,275042.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Face of a Man on a bed.  >  Hand in the dark in front of a wall,{}
vbse013,visione4,1668160300447,inf,275489.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,person  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.+ 1cperson 1dperson 1eperson 2cperson 2dperson 2eperson 3cperson 3dperson 3eperson+ person+ 1bperson 1cperson 1dperson 2bperson 2cperson 2dperson 3bperson 3cperson 3dperson 4bperson 4cperson 4dperson,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}"
vbse013,vibro2,1668160305000,9707.0,280042.0,Image,category == IMAGE,IMAGE,globalFeatures, video 16596 at 00:01:52:50 (Frame #2700),{}
vbse013,vibro2,1668160306000,914.0,281042.0,Temporal,CVhunter Temporal Query,TEMPORAL,frame > text,frame 0226.jpg in video 16596 at 00:01:52:50 (Frame #2700)  >  Hand in the dark in front of a wall,{}
vbse013,vibro4,1668160307000,1290.0,282042.0,Text,type == jointEmbedding,TEXT,jointEmbedding,black and white shot of graffiti in a drak room,{}
vbse013,visione1,1668160310073,166.0,285115.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,"human_face black+ Flashing shots of a man on a bed and in front of a wall, dark+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 4ablack 5ablack 6ablack+ Flashing shots of a man on a bed and in front of a wall","{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,visione1,1668160310382,246.0,285424.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,"human_face black+ Flashing shots of a man on a bed and in front of a wall, dark+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 4ablack 5ablack 6ablack+ Flashing shots of a man on a bed and in front of a wall","{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,vibro2,1668160314000,2619.0,289042.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Face of a Man on a bed.  >  Hand in the dark in front of a wall,{}
