task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,category,type,value,additionals,teamFamily
vbse013,visione4,4,1668160073386,48428.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,0ablack 1ablack,"{""subtype"":""position"",""queryparameter"":""occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160075704,50746.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,black  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160075704,50746.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,0ablack 0bblack 0cblack 0dblack 0eblack 0fblack 1ablack 1bblack 1cblack 1dblack 1eblack 1fblack 2ablack 2bblack 2cblack 2dblack 2eblack 2fblack 3ablack 3bblack 3cblack 3dblack 3eblack 3fblack 4ablack 4bblack 4cblack 4dblack 4eblack 4fblack 5ablack 5bblack 5cblack 5dblack 5eblack 5fblack,"{""subtype"":""position"",""queryparameter"":""occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160081814,56856.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,* -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160087227,62269.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,* -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160087227,62269.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,black,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160087227,62269.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,0ablack 0bblack 1ablack 1bblack 2ablack 2bblack,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160090857,65899.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,* -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160090857,65899.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,black,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160090857,65899.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,0ablack 0bblack 0cblack 0dblack 0eblack 0fblack 1ablack 1bblack 1cblack 1dblack 1eblack 1fblack 2ablack 2bblack 2cblack 2dblack 2eblack 2fblack 3ablack 3bblack 3cblack 3dblack 3eblack 3fblack 4ablack 4bblack 4cblack 4dblack 4eblack 4fblack 5ablack 5bblack 5cblack 5dblack 5eblack 5fblack 6ablack 6bblack 6cblack 6dblack 6eblack 6fblack,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160110000,85042.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,person  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160110000,85042.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,2cperson 2dperson 3cperson 3dperson 4cperson 4dperson,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160110000,85042.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,black,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160110000,85042.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,0ablack 0bblack 0cblack 0dblack 0eblack 0fblack 1ablack 1bblack 1cblack 1dblack 1eblack 1fblack 2ablack 2bblack 2cblack 2dblack 2eblack 2fblack 3ablack 3bblack 3cblack 3dblack 3eblack 3fblack 4ablack 4bblack 4cblack 4dblack 4eblack 4fblack 5ablack 5bblack 5cblack 5dblack 5eblack 5fblack 6ablack 6bblack 6cblack 6dblack 6eblack 6fblack,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160132658,107700.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,person  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160132658,107700.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,2cperson 2dperson 3cperson 3dperson 4cperson 4dperson,"{""subtype"":""position"",""queryparameter"":""occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160154464,129506.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,person black  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160154464,129506.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,2cperson 2dperson 3cperson 3dperson 4cperson 4dperson 0ablack 0bblack 1ablack 1bblack 2ablack 2bblack,"{""subtype"":""position"",""queryparameter"":""occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160169454,144496.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,person black  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160169454,144496.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,2cperson 2dperson 3cperson 3dperson 4cperson 4dperson 0ablack 0bblack 1ablack 1bblack 2ablack 2bblack,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160169454,144496.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,black,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160169454,144496.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,2ablack 2bblack 2cblack 3ablack 3bblack 3cblack 4ablack 4bblack 4cblack,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160196742,171784.0,,618.0,inf,inf,TEXT,LocalizedObjectAndColors,person black  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160196742,171784.0,,618.0,inf,inf,TEXT,jointEmbedding,1 person,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160196742,171784.0,,618.0,inf,inf,TEXT, LocalizedObjectAndColors,2cperson 2dperson 3cperson 3dperson 4cperson 4dperson 0ablack 0bblack 1ablack 1bblack 2ablack 2bblack,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160196742,171784.0,,618.0,inf,inf,TEXT,LocalizedObjectAndColors,black,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160196742,171784.0,,618.0,inf,inf,TEXT, LocalizedObjectAndColors,2ablack 2bblack 2cblack 3ablack 3bblack 3cblack 4ablack 4bblack 4cblack,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160238397,213439.0,,3182.0,inf,inf,TEXT,LocalizedObjectAndColors,person black  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160238397,213439.0,,3182.0,inf,inf,TEXT,jointEmbedding,1 person,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160238397,213439.0,,3182.0,inf,inf,TEXT, LocalizedObjectAndColors,2cperson 2dperson 3cperson 3dperson 4cperson 4dperson 0ablack 0bblack 1ablack 1bblack 2ablack 2bblack,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160248883,223925.0,,9343.0,inf,inf,TEXT,LocalizedObjectAndColors,person  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160248883,223925.0,,9343.0,inf,inf,TEXT,jointEmbedding,1 person,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160248883,223925.0,,9343.0,inf,inf,TEXT, LocalizedObjectAndColors,2cperson 2dperson 3cperson 3dperson 4cperson 4dperson,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160259974,235016.0,,803.0,inf,inf,TEXT,LocalizedObjectAndColors,* -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160259974,235016.0,,803.0,inf,inf,TEXT,jointEmbedding,1 person,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160267694,242736.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,* -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160297003,272045.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,* -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160297003,272045.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,person,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160297003,272045.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,1bperson 1cperson 1dperson 2bperson 2cperson 2dperson 3bperson 3cperson 3dperson 4bperson 4cperson 4dperson,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160300447,275489.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,person  -Flashing -shots -of -a -man -on -a -bed -and -in -front -of -a -wall.,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160300447,275489.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,1cperson 1dperson 1eperson 2cperson 2dperson 2eperson 3cperson 3dperson 3eperson,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160300447,275489.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,person,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse013,visione4,4,1668160300447,275489.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,1bperson 1cperson 1dperson 2bperson 2cperson 2dperson 3bperson 3cperson 3dperson 4bperson 4cperson 4dperson,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}",visione
vbse014,visione4,4,1668160414431,6914.0,106791.0,1115.0,1115.0,1115.0,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse014,visione4,4,1668160464114,56597.0,106791.0,187.0,187.0,187.0,TEXT,jointEmbedding,A white dress is waving in the wind over the floor and a sunset,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse015,visione4,4,1668161589997,7402.0,21483.0,17.0,167.0,17.0,TEXT,jointEmbedding,A man lighting at a piano with a flashlight.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse016,visione4,4,1668161943188,7376.0,13980.0,2.0,2.0,2.0,TEXT,jointEmbedding,Small boats tied in the harbour in front of a cruise ship.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse017,visione4,4,1668162578118,5656.0,37190.0,1.0,8.0,8.0,TEXT,jointEmbedding,A person roasting coffee beans.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse018,visione4,4,1668163577228,16551.0,29011.0,3.0,3.0,3.0,TEXT,jointEmbedding,A black-haired woman in a red dress walks down stairs.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse019,visione4,4,1668163686817,6921.0,17050.0,4.0,4.0,4.0,TEXT,jointEmbedding,A couple in black clothes kisses outside.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse020,visione4,4,1668163903444,6053.0,58888.0,17.0,808.0,17.0,TEXT,jointEmbedding,Actors in historic costumes celebrate their theater performance.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse021,visione4,4,1668164278444,7021.0,11735.0,1.0,1.0,1.0,TEXT,jointEmbedding,Men cutting and sculpting ice blocks with a chain saw.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse022,visione4,4,1668164334960,7087.0,47258.0,2.0,26.0,7.0,TEXT,jointEmbedding,People playing table tennis in an office space.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse023,visione4,4,1668164511168,7235.0,214322.0,5.0,1213.0,496.0,TEXT,jointEmbedding,Pan between two motocross tracks with bikers moving from/to the camera.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse023,visione4,4,1668164635560,131627.0,214322.0,14.0,1525.0,644.0,TEXT,jointEmbedding,Pan between two motocross tracks with bikers moving from/to the camera and blue flag,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse024,visione4,4,1668164833874,6330.0,21200.0,3.0,3.0,3.0,TEXT,jointEmbedding,Red oldtimer truck and bride getting in.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668164961512,6301.0,,223.0,223.0,223.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165016167,60956.0,,131.0,131.0,131.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165016167,60956.0,,131.0,131.0,131.0,TEXT,jointEmbedding,a green park,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165034289,79078.0,,58.0,58.0,58.0,TEXT,LocalizedObjectAndColors,car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165034289,79078.0,,58.0,58.0,58.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165034289,79078.0,,58.0,58.0,58.0,TEXT, LocalizedObjectAndColors,2ccar 2dcar 2ecar 3ccar 3dcar 3ecar 4ccar 4dcar 4ecar 5ccar 5dcar 5ecar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165034289,79078.0,,58.0,58.0,58.0,TEXT,jointEmbedding,a green park,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165035852,80641.0,,46.0,46.0,46.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165035852,80641.0,,46.0,46.0,46.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165035852,80641.0,,46.0,46.0,46.0,TEXT, LocalizedObjectAndColors,2ccar 2dcar 2ecar 3ccar 3dcar 3ecar 4ccar 4dcar 4ecar 5ccar 5dcar 5ecar 2bcar 2ccar 3bcar 3ccar 4bcar 4ccar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165035852,80641.0,,46.0,46.0,46.0,TEXT,jointEmbedding,a green park,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165054588,99377.0,,66.0,66.0,66.0,TEXT,LocalizedObjectAndColors,car car tree,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165054588,99377.0,,66.0,66.0,66.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165054588,99377.0,,66.0,66.0,66.0,TEXT, LocalizedObjectAndColors,2ccar 2dcar 2ecar 3ccar 3dcar 3ecar 4ccar 4dcar 4ecar 5ccar 5dcar 5ecar 2bcar 2ccar 3bcar 3ccar 4bcar 4ccar 2etree 2ftree 2gtree 3etree 3ftree 3gtree 4etree 4ftree 4gtree,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165054588,99377.0,,66.0,66.0,66.0,TEXT,jointEmbedding,a green park,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165063726,108515.0,,14.0,14.0,14.0,TEXT,LocalizedObjectAndColors,car car tree person,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165063726,108515.0,,14.0,14.0,14.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165063726,108515.0,,14.0,14.0,14.0,TEXT, LocalizedObjectAndColors,2ccar 2dcar 2ecar 3ccar 3dcar 3ecar 4ccar 4dcar 4ecar 5ccar 5dcar 5ecar 2bcar 2ccar 3bcar 3ccar 4bcar 4ccar 2etree 2ftree 2gtree 3etree 3ftree 3gtree 4etree 4ftree 4gtree 0aperson 0bperson 1aperson 1bperson 2aperson 2bperson,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165063726,108515.0,,14.0,14.0,14.0,TEXT,jointEmbedding,a green park,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165065568,110357.0,,11.0,11.0,11.0,TEXT,LocalizedObjectAndColors,car car tree person person,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165065568,110357.0,,11.0,11.0,11.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165065568,110357.0,,11.0,11.0,11.0,TEXT, LocalizedObjectAndColors,2ccar 2dcar 2ecar 3ccar 3dcar 3ecar 4ccar 4dcar 4ecar 5ccar 5dcar 5ecar 2bcar 2ccar 3bcar 3ccar 4bcar 4ccar 2etree 2ftree 2gtree 3etree 3ftree 3gtree 4etree 4ftree 4gtree 0aperson 0bperson 1aperson 1bperson 2aperson 2bperson 3fperson 3gperson 4fperson 4gperson 5fperson 5gperson,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165065568,110357.0,,11.0,11.0,11.0,TEXT,jointEmbedding,a green park,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165089922,134711.0,,12.0,12.0,12.0,TEXT,LocalizedObjectAndColors,car car tree person person,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165089922,134711.0,,12.0,12.0,12.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees. a white car,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165089922,134711.0,,12.0,12.0,12.0,TEXT, LocalizedObjectAndColors,2ccar 2dcar 2ecar 3ccar 3dcar 3ecar 4ccar 4dcar 4ecar 5ccar 5dcar 5ecar 2bcar 2ccar 3bcar 3ccar 4bcar 4ccar 2etree 2ftree 2gtree 3etree 3ftree 3gtree 4etree 4ftree 4gtree 0aperson 0bperson 1aperson 1bperson 2aperson 2bperson 3fperson 3gperson 4fperson 4gperson 5fperson 5gperson,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165089922,134711.0,,12.0,12.0,12.0,TEXT,jointEmbedding,a green park,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165097857,142646.0,,101.0,101.0,101.0,TEXT,LocalizedObjectAndColors,car car tree person person,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165097857,142646.0,,101.0,101.0,101.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees. a white car,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165097857,142646.0,,101.0,101.0,101.0,TEXT, LocalizedObjectAndColors,2ccar 2dcar 2ecar 3ccar 3dcar 3ecar 4ccar 4dcar 4ecar 5ccar 5dcar 5ecar 2bcar 2ccar 3bcar 3ccar 4bcar 4ccar 2etree 2ftree 2gtree 3etree 3ftree 3gtree 4etree 4ftree 4gtree 0aperson 0bperson 1aperson 1bperson 2aperson 2bperson 3fperson 3gperson 4fperson 4gperson 5fperson 5gperson,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165107934,152723.0,,605.0,605.0,605.0,TEXT,LocalizedObjectAndColors,car car tree person person,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165107934,152723.0,,605.0,605.0,605.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees. a white car anda a black car,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165107934,152723.0,,605.0,605.0,605.0,TEXT, LocalizedObjectAndColors,2ccar 2dcar 2ecar 3ccar 3dcar 3ecar 4ccar 4dcar 4ecar 5ccar 5dcar 5ecar 2bcar 2ccar 3bcar 3ccar 4bcar 4ccar 2etree 2ftree 2gtree 3etree 3ftree 3gtree 4etree 4ftree 4gtree 0aperson 0bperson 1aperson 1bperson 2aperson 2bperson 3fperson 3gperson 4fperson 4gperson 5fperson 5gperson,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165124594,169383.0,,647.0,647.0,647.0,TEXT,LocalizedObjectAndColors,car car tree person,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165124594,169383.0,,647.0,647.0,647.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees. a white car anda a black car,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165124594,169383.0,,647.0,647.0,647.0,TEXT, LocalizedObjectAndColors,2ccar 2dcar 2ecar 3ccar 3dcar 3ecar 4ccar 4dcar 4ecar 5ccar 5dcar 5ecar 2bcar 2ccar 3bcar 3ccar 4bcar 4ccar 2etree 2ftree 2gtree 3etree 3ftree 3gtree 4etree 4ftree 4gtree 0aperson 0bperson 1aperson 1bperson 2aperson 2bperson,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165125713,170502.0,,644.0,644.0,644.0,TEXT,LocalizedObjectAndColors,car car person,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165125713,170502.0,,644.0,644.0,644.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees. a white car anda a black car,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165125713,170502.0,,644.0,644.0,644.0,TEXT, LocalizedObjectAndColors,2ccar 2dcar 2ecar 3ccar 3dcar 3ecar 4ccar 4dcar 4ecar 5ccar 5dcar 5ecar 2bcar 2ccar 3bcar 3ccar 4bcar 4ccar 0aperson 0bperson 1aperson 1bperson 2aperson 2bperson,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165127939,172728.0,,639.0,639.0,639.0,TEXT,LocalizedObjectAndColors,car person,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165127939,172728.0,,639.0,639.0,639.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees. a white car anda a black car,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165127939,172728.0,,639.0,639.0,639.0,TEXT, LocalizedObjectAndColors,2bcar 2ccar 3bcar 3ccar 4bcar 4ccar 0aperson 0bperson 1aperson 1bperson 2aperson 2bperson,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165128447,173236.0,,407.0,407.0,407.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees. a white car anda a black car,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione4,4,1668165130147,174936.0,,162.0,162.0,162.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees. a white car anda a black car,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
