task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,category,type,value,additionals,teamFamily
vbse040,cvhunter4,4,1668172605426,11062.0,74033.0,656.0,inf,1009.0,TEXT,JointEmbedding,CLIP: A black-dressed woman interviews another black-dressed woman.,{},cvhunter
vbse040,cvhunter4,4,1668172626920,32556.0,74033.0,326.0,inf,828.0,IMAGE,feedbackModel,Bayes CLIP 10051:5559_9462:11539_9462:11006_9462:13931_5841:45944_9462:12338_10080:2098_5311:2788_9462:10586_10080:10707_| group:1|8980:2631_,{},cvhunter
vbse040,cvhunter4,4,1668172650754,56390.0,74033.0,4.0,inf,4.0,TEXT,JointEmbedding,Temporal CLIP: A black-dressed woman interviews another black-dressed woman. > vita,{},cvhunter
vbse040,cvhunter4,4,1668172652310,57946.0,74033.0,4.0,inf,4.0,TEXT,JointEmbedding,Temporal CLIP: A black-dressed woman interviews another black-dressed woman. > vita,{},cvhunter
vbse041,cvhunter4,4,1668172949517,17400.0,190046.0,701.0,inf,1166.0,TEXT,JointEmbedding,CLIP: A sunrise or sunset at the ocean recorded while paragliding.,{},cvhunter
vbse041,cvhunter4,4,1668172997259,65142.0,190046.0,231.0,inf,231.0,TEXT,JointEmbedding,Temporal CLIP: A sunrise or sunset at the ocean > paragliding stripe,{},cvhunter
vbse041,cvhunter4,4,1668172998802,66685.0,190046.0,231.0,inf,231.0,TEXT,JointEmbedding,Temporal CLIP: A sunrise or sunset at the ocean > paragliding stripe,{},cvhunter
vbse041,cvhunter4,4,1668173027972,95855.0,190046.0,217.0,inf,217.0,IMAGE,feedbackModel,Temporal Bayes CLIP 1705:3150_10038:3574_7140:6054_1705:3394_2819:8984_16954:1956_4472:725_16954:4683_13500:1806_16954:6264_| group:1|8464:2967_,{},cvhunter
vbse041,cvhunter4,4,1668173039779,107662.0,190046.0,68.0,inf,68.0,IMAGE,feedbackModel,Temporal Bayes CLIP 8464:2841_16954:1956_16434:100_12613:7672_16954:532_7140:6114_3340:3656_6250:3154_4472:938_4050:3881_| group:1|12564:14025_,{},cvhunter
vbse041,cvhunter4,4,1668173083105,150988.0,190046.0,51.0,inf,51.0,IMAGE,feedbackModel,Temporal Bayes CLIP 8464:2841_12564:13912_16954:1956_16954:22_15827:67238_11420:4128_4472:762_16434:269_16954:4863_11851:9635_| group:1|550:14344_| group:2|4290:2794_,{},cvhunter
vbse042,cvhunter4,4,1668173277855,7330.0,213697.0,18.0,inf,482.0,TEXT,JointEmbedding,CLIP: A man in a yellow shirt climbing up a rock.,{},cvhunter
vbse043,cvhunter4,4,1668173576734,9427.0,16317.0,1.0,1.0,1.0,TEXT,JointEmbedding,CLIP: A man playing a banjo and singing in front of a restaurant.,{},cvhunter
vbse044,cvhunter4,4,1668173821503,8133.0,65111.0,325.0,587.0,441.0,TEXT,JointEmbedding,CLIP: A shark swimming at the sea floor.,{},cvhunter
vbse044,cvhunter4,4,1668173845407,32037.0,65111.0,5.0,65.0,10.0,IMAGE,feedbackModel,Bayes CLIP 8617:19350_3174:4518_6894:5417_8301:4525_15324:6204_13836:5040_2950:2750_12136:14231_4164:33244_10542:7080_| group:1|14693:2270_,{},cvhunter
vbse045,cvhunter4,4,1668174170694,73719.0,133782.0,42.0,1365.0,1365.0,TEXT,JointEmbedding,CLIP: Zoom-in to a large old tree with lots of leaves on the ground.,{},cvhunter
vbse046,cvhunter4,4,1668174482982,8909.0,240379.0,inf,inf,inf,TEXT,JointEmbedding,CLIP: Close-up of a singer of whom you cannot see the mouth.,{},cvhunter
vbse046,cvhunter4,4,1668174552481,78408.0,240379.0,455.0,3687.0,3687.0,TEXT,JointEmbedding,CLIP: eyes and nose and curly hair,{},cvhunter
vbse046,cvhunter4,4,1668174553587,79514.0,240379.0,455.0,3687.0,3687.0,TEXT,JointEmbedding,CLIP: eyes and nose and curly hair,{},cvhunter
vbse046,cvhunter4,4,1668174579846,105773.0,240379.0,161.0,3094.0,3094.0,IMAGE,feedbackModel,Bayes CLIP 494:2727_11188:4162_3633:2315_8620:3812_9707:35719_9242:1594_9265:3688_12344:3214_3312:1356_6933:31094_| group:1|494:2739_9707:38531_,{},cvhunter
vbse046,cvhunter4,4,1668174606122,132049.0,240379.0,848.0,inf,inf,TEXT,JointEmbedding,CLIP: brown eyes and nose and curly hair,{},cvhunter
vbse046,cvhunter4,4,1668174607068,132995.0,240379.0,848.0,inf,inf,TEXT,JointEmbedding,CLIP: brown eyes and nose and curly hair,{},cvhunter
vbse046,cvhunter4,4,1668174650206,176133.0,240379.0,8254.0,inf,inf,IMAGE,feedbackModel,Bayes CLIP 494:2727_494:2008_12344:3214_4502:5312_494:2272_11402:3896_3935:2950_3648:20200_10320:119_9252:2727_| group:1|10523:372_4209:10167_,{},cvhunter
vbse046,cvhunter4,4,1668174699181,225108.0,240379.0,74.0,74.0,74.0,IMAGE,feedbackModel,Bayes CLIP 4209:10167_14199:11250_2077:8174_10297:39525_86:1781_8574:1038_674:3949_15889:4365_1740:4950_9259:12378_| group:1|11453:1086_4430:1912_9398:738_,{},cvhunter
vbse047,cvhunter4,4,1668174964342,8137.0,38482.0,60.0,220.0,60.0,TEXT,JointEmbedding,CLIP: A fir tree with a blurred lake in the background.,{},cvhunter
vbse047,cvhunter4,4,1668174990899,34694.0,38482.0,1.0,24.0,1.0,IMAGE,feedbackModel,Bayes CLIP 17160:212_14866:4170_184:2131_13273:1984_8643:959_1215:6331_8525:2842_7405:6281_3041:712_1215:2550_| group:1|2744:731_,{},cvhunter
vbse048,cvhunter4,4,1668176182402,8021.0,80402.0,2149.0,6183.0,3820.0,TEXT,JointEmbedding,CLIP: A zoom-in to large old mushroom-shaped trees.,{},cvhunter
vbse048,cvhunter4,4,1668176220778,46397.0,80402.0,279.0,3812.0,974.0,IMAGE,feedbackModel,Bayes CLIP 14004:7838_199:8775_7384:14138_10354:7038_8851:97_5907:81_12865:7837_4021:10534_5214:5220_3262:3742_| group:1|13674:20042_7384:14175_,{},cvhunter
vbse048,cvhunter4,4,1668176240301,65920.0,80402.0,27.0,35.0,27.0,TEXT,JointEmbedding,Temporal CLIP: A zoom-in to large old mushroom-shaped trees. > fountain,{},cvhunter
vbse048,cvhunter4,4,1668176241964,67583.0,80402.0,27.0,35.0,27.0,TEXT,JointEmbedding,Temporal CLIP: A zoom-in to large old mushroom-shaped trees. > fountain,{},cvhunter
vbse049,cvhunter4,4,1668176382816,12109.0,56545.0,1.0,422.0,1.0,TEXT,JointEmbedding,CLIP: A man in a white t-shirt playing guitar and singing at night in a room.,{},cvhunter
vbse050,cvhunter4,4,1668176630975,11587.0,170209.0,329.0,4298.0,4298.0,TEXT,JointEmbedding,CLIP: A man in black clothes is introducing a camera stand.,{},cvhunter
vbse050,cvhunter4,4,1668176684587,65199.0,170209.0,104.0,484.0,484.0,TEXT,JointEmbedding,CLIP: A man in black clothes is introducing a camera stand. silver fridge and door,{},cvhunter
vbse050,cvhunter4,4,1668176685465,66077.0,170209.0,104.0,484.0,484.0,TEXT,JointEmbedding,CLIP: A man in black clothes is introducing a camera stand. silver fridge and door,{},cvhunter
vbse050,cvhunter4,4,1668176705195,85807.0,170209.0,180.0,991.0,991.0,TEXT,JointEmbedding,CLIP: A man in black clothes is introducing a camera stand. silver fridge and door in the background,{},cvhunter
vbse050,cvhunter4,4,1668176706117,86729.0,170209.0,180.0,991.0,991.0,TEXT,JointEmbedding,CLIP: A man in black clothes is introducing a camera stand. silver fridge and door in the background,{},cvhunter
vbse050,cvhunter4,4,1668176711787,92399.0,170209.0,180.0,991.0,991.0,TEXT,JointEmbedding,CLIP: A man in black clothes is introducing a camera stand. silver fridge and door in the background,{},cvhunter
vbse050,cvhunter4,4,1668176722482,103094.0,170209.0,59.0,279.0,279.0,TEXT,JointEmbedding,CLIP: A man in black clothes is introducing a camera stand. silver fridge and door in the background kitchen,{},cvhunter
vbse050,cvhunter4,4,1668176723382,103994.0,170209.0,59.0,279.0,279.0,TEXT,JointEmbedding,CLIP: A man in black clothes is introducing a camera stand. silver fridge and door in the background kitchen,{},cvhunter
vbse050,cvhunter4,4,1668176739338,119950.0,170209.0,2.0,156.0,156.0,TEXT,JointEmbedding,CLIP: A man in black clothes is introducing a suitcase. silver fridge and door in the background kitchen,{},cvhunter
vbse050,cvhunter4,4,1668176740216,120828.0,170209.0,2.0,156.0,156.0,TEXT,JointEmbedding,CLIP: A man in black clothes is introducing a suitcase. silver fridge and door in the background kitchen,{},cvhunter
vbse051,cvhunter4,4,1668176828546,10685.0,135338.0,652.0,5399.0,5399.0,TEXT,JointEmbedding,CLIP: A man is setting up a starting ramp for a model airplane.,{},cvhunter
vbse051,cvhunter4,4,1668176866522,48661.0,135338.0,186.0,4853.0,4790.0,IMAGE,feedbackModel,Bayes CLIP 6079:17203_3021:1701_14373:1582_16395:8156_1409:350_5373:5327_6079:17221_3521:4653_16180:1912_4063:4466_| group:1|12601:270_,{},cvhunter
vbse051,cvhunter4,4,1668176902563,84702.0,135338.0,567.0,3393.0,3393.0,IMAGE,feedbackModel,Bayes CLIP 12601:270_13244:2270_14138:25055_4057:32525_2275:3562_206:3611_3394:540_5169:4669_9815:3030_4867:1235_| group:1|5115:3706_16180:10042_1350:1669_,{},cvhunter
vbse051,cvhunter4,4,1668176924463,106602.0,135338.0,30.0,617.0,617.0,IMAGE,feedbackModel,Bayes CLIP 1350:1669_1584:2800_11585:16131_1584:2219_5115:1225_16003:806_11710:4591_12232:6000_3118:275_14678:1038_| group:1|8643:1041_,{},cvhunter
vbse052,cvhunter4,4,1668177151759,12154.0,103199.0,20.0,26.0,26.0,TEXT,JointEmbedding,CLIP: Buildings carved into large rocks.,{},cvhunter
vbse052,cvhunter4,4,1668177209511,69906.0,103199.0,25.0,38.0,38.0,IMAGE,feedbackModel,Bayes CLIP 759:500_1756:3660_759:925_14123:3812_15660:3469_6838:2856_8429:3956_12175:2950_759:3575_6838:5719_| group:1|6838:6644_,{},cvhunter
vbse052,cvhunter4,4,1668177231074,91469.0,103199.0,26.0,26.0,26.0,IMAGE,feedbackModel,Bayes CLIP 1756:5940_6838:5525_15660:2562_759:638_6838:2519_6838:8238_759:2338_6838:5625_759:2219_8809:2828_| group:1|759:1300_,{},cvhunter
vbse053,cvhunter4,4,1668177353012,11707.0,74931.0,226.0,2404.0,277.0,TEXT,JointEmbedding,CLIP: A group of rappers singing and dancing outside.,{},cvhunter
vbse053,cvhunter4,4,1668177393824,52519.0,74931.0,232.0,506.0,506.0,TEXT,JointEmbedding,Temporal CLIP: A group of rappers singing and dancing outside. > red dice,{},cvhunter
vbse053,cvhunter4,4,1668177409424,68119.0,74931.0,5.0,5.0,5.0,TEXT,JointEmbedding,Temporal CLIP: A group of rappers singing and dancing outside. > money and  red dice,{},cvhunter
vbse053,cvhunter4,4,1668177410838,69533.0,74931.0,5.0,5.0,5.0,TEXT,JointEmbedding,Temporal CLIP: A group of rappers singing and dancing outside. > money and  red dice,{},cvhunter
vbse054,cvhunter4,4,1668177666226,9638.0,205347.0,4875.0,inf,inf,TEXT,JointEmbedding,CLIP: First-person view of a mountainbike downhill race.,{},cvhunter
vbse054,cvhunter4,4,1668177704397,47809.0,205347.0,inf,inf,inf,IMAGE,feedbackModel,Bayes CLIP 13590:11171_12089:6780_5553:6069_5593:3882_3309:8781_16464:7256_11039:12222_3408:2856_12356:5032_1630:312_| group:1|9465:3594_,{},cvhunter
vbse054,cvhunter4,4,1668177749094,92506.0,205347.0,inf,inf,inf,IMAGE,feedbackModel,Bayes CLIP 9465:3594_9465:3444_4085:19795_9465:3850_4085:2817_9465:4031_13590:29858_4085:2637_4085:69725_4085:2795_| group:1|10236:4260_,{},cvhunter
vbse054,cvhunter4,4,1668177770039,113451.0,205347.0,2000.0,6575.0,6575.0,IMAGE,JointEmbedding,9907:3274 : rows=True,{},cvhunter
vbse055,cvhunter4,4,1668177991229,7318.0,48124.0,5.0,inf,521.0,TEXT,JointEmbedding,CLIP: Close-up of a diving duck.,{},cvhunter
vbse056,cvhunter4,4,1668178330864,9164.0,59490.0,inf,inf,inf,TEXT,JointEmbedding,CLIP: Two sisters sitting at a small table and introducing theirselves.,{},cvhunter
vbse056,cvhunter4,4,1668178344090,22390.0,59490.0,117.0,inf,325.0,IMAGE,feedbackModel,Bayes CLIP 11664:5422_3988:8262_11056:1870_11702:8500_7541:21694_4629:4777_11803:8188_9003:2456_7754:24106_1407:7446_| group:1|11122:3019_,{},cvhunter
vbse057,cvhunter4,4,1668178659192,10349.0,,inf,inf,inf,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some written content.,{},cvhunter
vbse057,cvhunter4,4,1668178676757,27914.0,,inf,inf,inf,IMAGE,feedbackModel,Bayes CLIP 13515:15517_16107:29535_14885:5131_4852:71491_6079:4501_9336:1726_16098:8909_13956:1112_9878:13854_11225:1245_| group:1|3321:5117_,{},cvhunter
vbse057,cvhunter4,4,1668178704349,55506.0,,inf,inf,inf,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some written content. in circle,{},cvhunter
vbse057,cvhunter4,4,1668178705236,56393.0,,inf,inf,inf,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some written content. in circle,{},cvhunter
vbse057,cvhunter4,4,1668178721244,72401.0,,7547.0,inf,inf,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some written content. star in circle,{},cvhunter
vbse057,cvhunter4,4,1668178722184,73341.0,,7547.0,inf,inf,TEXT,JointEmbedding,CLIP: Extremely zoomed recording of some written content. star in circle,{},cvhunter
vbse057,cvhunter4,4,1668178755858,107015.0,,4217.0,inf,inf,IMAGE,feedbackModel,Bayes CLIP 10538:2601_4550:1091_12592:10160_16382:11558_8760:18566_9336:1726_4629:19061_13419:1409_4096:7121_5582:3512_| group:1|15672:5456_,{},cvhunter
vbse057,cvhunter4,4,1668178829705,180862.0,,599.0,inf,inf,IMAGE,feedbackModel,Bayes CLIP 15672:5456_5441:2452_5017:275_17110:6_12874:1106_15039:1918_16929:773_7876:787_11185:11412_13282:11610_| group:1|9143:8637_8252:7110_4611:5219_12686:15982_,{},cvhunter
vbse057,cvhunter4,4,1668178856499,207656.0,,inf,inf,inf,IMAGE,feedbackModel,Bayes CLIP 9143:8637_9143:8691_16107:45974_16121:29371_15034:7700_4852:17658_9143:8050_10718:3834_9143:384_5779:138_| group:1|16107:45877_,{},cvhunter
vbse057,cvhunter4,4,1668178876763,227920.0,,inf,inf,inf,IMAGE,feedbackModel,Bayes CLIP 16107:45877_16107:29685_16107:45742_306:10167_306:6668_16107:39411_15039:1791_306:54530_15039:2368_2948:21500_| group:1|16107:39433_,{},cvhunter
vbse057,cvhunter4,4,1668178902329,253486.0,,inf,inf,inf,IMAGE,feedbackModel,Bayes CLIP 16107:45877_8252:7110_15039:1394_4443:17023_16107:29476_306:46543_15039:1761_7081:21841_13315:7176_8252:1648_| group:1|6964:17952_,{},cvhunter
vbse057,cvhunter4,4,1668178909227,260384.0,,2356.0,inf,inf,IMAGE,JointEmbedding,8252:7110 : rows=True,{},cvhunter
vbse057,cvhunter4,4,1668178944764,295921.0,,inf,inf,inf,IMAGE,JointEmbedding,8793:33574 : rows=True,{},cvhunter
vbse058,cvhunter4,4,1668178996071,11971.0,50400.0,16.0,26.0,24.0,TEXT,JointEmbedding,CLIP: A freestyle downhill skier jumping down rocks between trees.,{},cvhunter
vbse058,cvhunter4,4,1668179014108,30008.0,50400.0,8.0,48.0,18.0,IMAGE,feedbackModel,Bayes CLIP 2313:14588_3274:3486_2199:19455_14233:1440_4341:1867_3594:46331_11558:4773_11261:1138_2199:7305_6506:3394_| group:1|13317:13838_,{},cvhunter
vbse059,cvhunter4,4,1668179398336,10033.0,250596.0,125.0,531.0,531.0,TEXT,JointEmbedding,CLIP: A skier flying down a mountain with a parachute.,{},cvhunter
vbse059,cvhunter4,4,1668179481034,92731.0,250596.0,183.0,935.0,647.0,IMAGE,JointEmbedding,1390:5831 : rows=True,{},cvhunter
vbse060,cvhunter4,4,1668179739489,13276.0,62752.0,8459.0,inf,inf,TEXT,JointEmbedding,CLIP: A crowd of people sitting in a cinema / theatre.,{},cvhunter
vbse060,cvhunter4,4,1668179781144,54931.0,62752.0,8.0,90.0,90.0,TEXT,JointEmbedding,Temporal CLIP: A crowd of people sitting in a cinema > light blue planet,{},cvhunter
