task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,category,type,value,additionals,teamFamily
vbse040,vibro2,2,1668172610000,15636.0,53398.0,853.0,inf,inf,IMAGE,globalFeatures, video 16088 at 00:04:29:00 (Frame #6725),{},vibro
vbse040,vibro2,2,1668172613000,18636.0,53398.0,179.0,inf,379.0,IMAGE,globalFeatures, video 16088 at 00:04:29:00 (Frame #6725),{},vibro
vbse040,vibro2,2,1668172636000,41636.0,53398.0,1.0,inf,2.0,IMAGE,globalFeatures, video 08503 at 00:07:44:00 (Frame #11600),{},vibro
vbse041,vibro2,2,1668172935000,2883.0,157935.0,627.0,inf,inf,TEXT,jointEmbedding,A sunrise or sunset at the ocean recorded while paragliding.,{},vibro
vbse041,vibro2,2,1668172955000,22883.0,157935.0,1813.0,inf,inf,IMAGE,globalFeatures, video 11420 at 00:04:08:00 (Frame #3723),{},vibro
vbse041,vibro2,2,1668172957000,24883.0,157935.0,1037.0,inf,inf,IMAGE,globalFeatures, video 11420 at 00:04:08:00 (Frame #3723),{},vibro
vbse041,vibro2,2,1668172961000,28883.0,157935.0,1041.0,inf,inf,IMAGE,globalFeatures, video 11420 at 00:04:08:00 (Frame #3723),{},vibro
vbse041,vibro2,2,1668172963000,30883.0,157935.0,1082.0,inf,inf,IMAGE,globalFeatures, video 11420 at 00:04:08:00 (Frame #3723),{},vibro
vbse041,vibro2,2,1668172967000,34883.0,157935.0,inf,inf,inf,IMAGE,globalFeatures, video 11420 at 00:04:08:00 (Frame #3723),{},vibro
vbse041,vibro2,2,1668172970000,37883.0,157935.0,8946.0,inf,inf,IMAGE,globalFeatures, video 11420 at 00:04:08:00 (Frame #3723),{},vibro
vbse041,vibro2,2,1668172971000,38883.0,157935.0,649.0,inf,inf,IMAGE,globalFeatures, video 11420 at 00:04:08:00 (Frame #3723),{},vibro
vbse041,vibro2,2,1668172972000,39883.0,157935.0,601.0,inf,inf,IMAGE,globalFeatures, video 11420 at 00:04:08:00 (Frame #3723),{},vibro
vbse041,vibro2,2,1668172985000,52883.0,157935.0,343.0,inf,inf,IMAGE,globalFeatures, video 11420 at 00:04:08:00 (Frame #3723),{},vibro
vbse041,vibro2,2,1668172996000,63883.0,157935.0,208.0,inf,inf,IMAGE,globalFeatures, video 11420 at 00:04:08:00 (Frame #3723),{},vibro
vbse041,vibro2,2,1668172997000,64883.0,157935.0,197.0,inf,inf,IMAGE,globalFeatures, video 11420 at 00:04:08:00 (Frame #3723),{},vibro
vbse041,vibro2,2,1668173005000,72883.0,157935.0,2161.0,inf,inf,IMAGE,globalFeatures, video 10038 at 00:02:22:00 (Frame #4255),{},vibro
vbse041,vibro2,2,1668173009000,76883.0,157935.0,inf,inf,inf,IMAGE,globalFeatures, video 10038 at 00:02:22:00 (Frame #4255),{},vibro
vbse041,vibro2,2,1668173010000,77883.0,157935.0,7493.0,inf,inf,IMAGE,globalFeatures, video 10038 at 00:02:22:00 (Frame #4255),{},vibro
vbse041,vibro2,2,1668173013000,80883.0,157935.0,1505.0,inf,inf,IMAGE,globalFeatures, video 10038 at 00:02:22:00 (Frame #4255),{},vibro
vbse041,vibro2,2,1668173023000,90883.0,157935.0,335.0,inf,inf,IMAGE,globalFeatures, video 10038 at 00:01:34:00 (Frame #2832),{},vibro
vbse041,vibro2,2,1668173033000,100883.0,157935.0,630.0,inf,9819.0,TEMPORAL,text > text,A sunrise  at the ocean recorded while paragliding.  >  ,{},vibro
vbse041,vibro2,2,1668173049000,116883.0,157935.0,29.0,inf,311.0,TEMPORAL,frame > text,frame 0190.jpg in video 10038 at 00:01:34:00 (Frame #2832)  >  ,{},vibro
vbse041,vibro2,2,1668173052000,119883.0,157935.0,2.0,184.0,184.0,TEMPORAL,text > text,A pink sunrise  at the ocean.  >  ,{},vibro
vbse041,vibro2,2,1668173058000,125883.0,157935.0,1.0,inf,10.0,TEMPORAL,text > text,A pink sunrise  at the ocean.  >  ,{},vibro
vbse042,vibro2,2,1668173274000,3475.0,56302.0,41.0,inf,306.0,TEXT,jointEmbedding,A man in a yellow shirt climbing up a rock.,{},vibro
vbse042,vibro2,2,1668173303000,32475.0,56302.0,15.0,inf,15.0,IMAGE,globalFeatures, video 02030 at 00:05:33:00 (Frame #7992),{},vibro
vbse043,vibro2,2,1668173570000,2693.0,16721.0,9.0,9.0,9.0,TEXT,jointEmbedding,A man playing a banjo and singing in front of a,{},vibro
vbse044,vibro2,2,1668173815000,1630.0,101601.0,120.0,inf,inf,TEXT,jointEmbedding,A shark swimming at the sea floor.,{},vibro
vbse044,vibro2,2,1668173829000,15630.0,101601.0,80.0,inf,inf,IMAGE,globalFeatures, video 12543 at 00:01:21:00 (Frame #2427),{},vibro
vbse044,vibro2,2,1668173858000,44630.0,101601.0,90.0,inf,inf,IMAGE,globalFeatures, video 05119 at 00:04:06:00 (Frame #6162),{},vibro
vbse044,vibro2,2,1668173868000,54630.0,101601.0,1.0,inf,inf,IMAGE,globalFeatures, video 06273 at 00:04:24:00 (Frame #7912),{},vibro
vbse045,vibro2,2,1668174099000,2025.0,190081.0,711.0,inf,711.0,TEXT,jointEmbedding,Zoom-in to a large old tree with lots of leaves on the ground.,{},vibro
vbse045,vibro2,2,1668174109000,12025.0,190081.0,1478.0,inf,1478.0,IMAGE,globalFeatures, video 04510 at 00:01:09:00 (Frame #1725),{},vibro
vbse045,vibro2,2,1668174113000,16025.0,190081.0,420.0,420.0,420.0,IMAGE,globalFeatures, video 04510 at 00:01:09:00 (Frame #1725),{},vibro
vbse045,vibro2,2,1668174114000,17025.0,190081.0,437.0,437.0,437.0,IMAGE,globalFeatures, video 04510 at 00:01:09:00 (Frame #1725),{},vibro
vbse045,vibro2,2,1668174122000,25025.0,190081.0,1097.0,inf,inf,IMAGE,globalFeatures, video 04510 at 00:00:53:00 (Frame #1337),{},vibro
vbse045,vibro2,2,1668174188000,91025.0,190081.0,282.0,643.0,304.0,TEMPORAL,text > text,Zoom-in to a large old tree with lots of leaves on the ground.  >  ,{},vibro
vbse045,vibro2,2,1668174209000,112025.0,190081.0,1054.0,1054.0,1054.0,TEMPORAL,text > text,Zoom-in to a large old tree with lots of leaves on the ground.  >  ,{},vibro
vbse045,vibro2,2,1668174219000,122025.0,190081.0,4.0,79.0,36.0,TEMPORAL,frame > text,frame 0030.jpg in video 04510 at 00:00:14:00 (Frame #362)  >  ,{},vibro
vbse045,vibro2,2,1668174224000,127025.0,190081.0,9.0,108.0,75.0,TEMPORAL,frame > text,frame 0030.jpg in video 04510 at 00:00:14:00 (Frame #362)  >  ,{},vibro
vbse045,vibro2,2,1668174242000,145025.0,190081.0,13.0,40.0,21.0,TEMPORAL,text > text,Large old tree with lots of leaves on the ground.  >  ,{},vibro
vbse045,vibro2,2,1668174250000,153025.0,190081.0,36.0,36.0,36.0,IMAGE,globalFeatures, video 05971 at 00:03:31:00 (Frame #5064),{},vibro
vbse045,vibro2,2,1668174251000,154025.0,190081.0,6.0,38.0,19.0,TEMPORAL,frame > text,frame 0423.jpg in video 05971 at 00:03:31:00 (Frame #5064)  >  ,{},vibro
vbse046,vibro2,2,1668174476000,1927.0,155197.0,inf,inf,inf,TEXT,jointEmbedding,Close-up of a singer of whom you cannot see the mouth.,{},vibro
vbse046,vibro2,2,1668174498000,23927.0,155197.0,inf,inf,inf,IMAGE,globalFeatures, video 07792 at 00:03:19:00 (Frame #4975),{},vibro
vbse046,vibro2,2,1668174502000,27927.0,155197.0,7605.0,inf,inf,IMAGE,globalFeatures, video 07792 at 00:03:19:00 (Frame #4975),{},vibro
vbse046,vibro2,2,1668174509000,34927.0,155197.0,inf,inf,inf,IMAGE,globalFeatures, video 13219 at 00:02:33:00 (Frame #4600),{},vibro
vbse046,vibro2,2,1668174511000,36927.0,155197.0,6958.0,inf,inf,IMAGE,globalFeatures, video 13219 at 00:02:33:00 (Frame #4600),{},vibro
vbse046,vibro2,2,1668174528000,53927.0,155197.0,inf,inf,inf,IMAGE,globalFeatures, video 13219 at 00:02:33:00 (Frame #4600),{},vibro
vbse046,vibro2,2,1668174533000,58927.0,155197.0,inf,inf,inf,TEXT,jointEmbedding,Close-up of a singer of seeing only the eyes.,{},vibro
vbse046,vibro2,2,1668174540000,65927.0,155197.0,2297.0,inf,inf,IMAGE,globalFeatures, video 04993 at 00:06:47:00 (Frame #9768),{},vibro
vbse046,vibro2,2,1668174545000,70927.0,155197.0,145.0,inf,inf,IMAGE,globalFeatures, video 08097 at 00:11:55:00 (Frame #17154),{},vibro
vbse046,vibro2,2,1668174560000,85927.0,155197.0,322.0,inf,322.0,IMAGE,globalFeatures, video 05690 at 00:00:43:00 (Frame #1075),{},vibro
vbse046,vibro2,2,1668174573000,98927.0,155197.0,479.0,inf,494.0,IMAGE,globalFeatures, video 11964 at 00:21:01:00 (Frame #31525),{},vibro
vbse046,vibro2,2,1668174583000,108927.0,155197.0,95.0,inf,95.0,IMAGE,globalFeatures, video 14771 at 00:00:17:00 (Frame #425),{},vibro
vbse047,vibro2,2,1668174958000,1795.0,42445.0,432.0,inf,432.0,TEXT,jointEmbedding,A fir tree with a blurred lake in the background.,{},vibro
vbse047,vibro2,2,1668174968000,11795.0,42445.0,118.0,inf,118.0,IMAGE,globalFeatures, video 01810 at 00:02:53:00 (Frame #5199),{},vibro
vbse047,vibro2,2,1668174972000,15795.0,42445.0,28.0,inf,28.0,IMAGE,globalFeatures, video 01810 at 00:02:53:00 (Frame #5199),{},vibro
vbse047,vibro2,2,1668174984000,27795.0,42445.0,5.0,5.0,5.0,IMAGE,globalFeatures, video 11432 at 00:05:35:00 (Frame #8375),{},vibro
vbse048,vibro2,2,1668176176000,1619.0,51752.0,65.0,inf,896.0,TEXT,jointEmbedding,A zoom-in to large old mushroom-shaped trees.,{},vibro
vbse049,vibro2,2,1668176374000,3293.0,99922.0,216.0,inf,1796.0,TEXT,jointEmbedding,A man in a white t-shirt playing guitar and singing,{},vibro
vbse049,vibro2,2,1668176391000,20293.0,99922.0,3033.0,inf,6998.0,IMAGE,globalFeatures, video 02575 at 00:01:39:00 (Frame #2487),{},vibro
vbse049,vibro2,2,1668176392000,21293.0,99922.0,329.0,inf,2494.0,IMAGE,globalFeatures, video 02575 at 00:01:39:00 (Frame #2487),{},vibro
vbse049,vibro2,2,1668176440000,69293.0,99922.0,705.0,inf,2215.0,IMAGE,globalFeatures, video 09514 at 00:00:56:00 (Frame #1680),{},vibro
vbse049,vibro2,2,1668176454000,83293.0,99922.0,10.0,inf,25.0,IMAGE,globalFeatures, video 09514 at 00:00:56:00 (Frame #1680),{},vibro
vbse050,vibro2,2,1668176621000,1612.0,33920.0,14.0,3112.0,3112.0,TEXT,jointEmbedding,A man in black clothes is introducing a camera stand.,{},vibro
vbse051,vibro2,2,1668176820000,2139.0,89734.0,19.0,51.0,51.0,TEXT,jointEmbedding,A man is setting up a starting ramp for a model airplane.,{},vibro
vbse051,vibro2,2,1668176834000,16139.0,89734.0,62.0,inf,1272.0,IMAGE,globalFeatures, video 16395 at 00:32:02:00 (Frame #48062),{},vibro
vbse051,vibro2,2,1668176839000,21139.0,89734.0,47.0,47.0,47.0,IMAGE,globalFeatures, video 16395 at 00:32:02:00 (Frame #48062),{},vibro
vbse051,vibro2,2,1668176863000,45139.0,89734.0,62.0,inf,1272.0,IMAGE,globalFeatures, video 16395 at 00:32:02:00 (Frame #48062),{},vibro
vbse051,vibro2,2,1668176868000,50139.0,89734.0,19.0,51.0,51.0,TEXT,jointEmbedding,A man is setting up a starting ramp for a model airplane.,{},vibro
vbse052,vibro2,2,1668177141000,1395.0,56668.0,38.0,inf,81.0,TEXT,jointEmbedding,Buildings carved into large rocks.,{},vibro
vbse052,vibro2,2,1668177171000,31395.0,56668.0,1.0,3.0,1.0,IMAGE,globalFeatures, video 14080 at 00:02:31:00 (Frame #4525),{},vibro
vbse052,vibro2,2,1668177177000,37395.0,56668.0,1.0,7.0,5.0,IMAGE,globalFeatures, video 14080 at 00:04:05:00 (Frame #7342),{},vibro
vbse052,vibro2,2,1668177181000,41395.0,56668.0,1.0,5.0,3.0,IMAGE,globalFeatures, video 14080 at 00:04:05:00 (Frame #7342),{},vibro
vbse052,vibro2,2,1668177182000,42395.0,56668.0,1.0,5.0,3.0,IMAGE,globalFeatures, video 14080 at 00:04:05:00 (Frame #7342),{},vibro
vbse053,vibro2,2,1668177343000,1695.0,47428.0,45.0,inf,326.0,TEXT,jointEmbedding,A group of rappers singing and dancing outside.,{},vibro
vbse053,vibro2,2,1668177367000,25695.0,47428.0,3.0,inf,7.0,IMAGE,globalFeatures, video 14844 at 00:00:43:00 (Frame #1042),{},vibro
vbse054,vibro2,2,1668177659000,2412.0,80220.0,630.0,inf,951.0,TEXT,jointEmbedding,First-person view of a mountainbike downhill race.,{},vibro
vbse054,vibro2,2,1668177672000,15412.0,80220.0,113.0,inf,inf,IMAGE,globalFeatures, video 02113 at 00:02:17:00 (Frame #4120),{},vibro
vbse054,vibro2,2,1668177683000,26412.0,80220.0,14.0,inf,35.0,IMAGE,globalFeatures, video 02113 at 00:01:08:00 (Frame #2052),{},vibro
vbse054,vibro2,2,1668177686000,29412.0,80220.0,1.0,inf,inf,IMAGE,globalFeatures, video 10701 at 00:01:37:00 (Frame #2425),{},vibro
vbse055,vibro2,2,1668177986000,2089.0,48415.0,2.0,inf,inf,TEXT,jointEmbedding,Close-up of a diving duck.,{},vibro
vbse055,vibro2,2,1668177990000,6089.0,48415.0,1.0,inf,inf,IMAGE,globalFeatures, video 03662 at 00:02:51:00 (Frame #4287),{},vibro
vbse056,vibro2,2,1668178324000,2300.0,,582.0,3020.0,3020.0,TEXT,jointEmbedding,Two sisters sitting at a small table and introducing theirselves.,{},vibro
vbse056,vibro2,2,1668178344000,22300.0,,inf,inf,inf,IMAGE,globalFeatures, video 01512 at 00:08:28:00 (Frame #15224),{},vibro
vbse056,vibro2,2,1668178347000,25300.0,,6531.0,inf,inf,IMAGE,globalFeatures, video 01512 at 00:08:28:00 (Frame #15224),{},vibro
vbse056,vibro2,2,1668178351000,29300.0,,1404.0,8490.0,8490.0,IMAGE,globalFeatures, video 01512 at 00:08:28:00 (Frame #15224),{},vibro
vbse056,vibro2,2,1668178356000,34300.0,,inf,inf,inf,IMAGE,globalFeatures, video 06886 at 00:02:01:00 (Frame #2901),{},vibro
vbse056,vibro2,2,1668178357000,35300.0,,1711.0,7889.0,7889.0,IMAGE,globalFeatures, video 06886 at 00:02:01:00 (Frame #2901),{},vibro
vbse056,vibro2,2,1668178359000,37300.0,,inf,inf,inf,IMAGE,globalFeatures, video 06886 at 00:02:01:00 (Frame #2901),{},vibro
vbse056,vibro2,2,1668178368000,46300.0,,108.0,2728.0,1943.0,IMAGE,globalFeatures, video 06886 at 00:02:01:00 (Frame #2901),{},vibro
vbse056,vibro2,2,1668178378000,56300.0,,240.0,4048.0,2819.0,IMAGE,globalFeatures, video 06886 at 00:02:01:00 (Frame #2901),{},vibro
vbse056,vibro2,2,1668178382000,60300.0,,240.0,4048.0,2819.0,TEXT,jointEmbedding,Two woman sitting at a small table and in front of a picture.,{},vibro
vbse056,vibro2,2,1668178385000,63300.0,,240.0,4048.0,2819.0,TEXT,jointEmbedding,Two woman sitting at a small table and in front of a picture.,{},vibro
vbse056,vibro2,2,1668178392000,70300.0,,422.0,6207.0,4581.0,TEXT,jointEmbedding,Two woman sitting at a table in front of a picture.,{},vibro
vbse056,vibro2,2,1668178398000,76300.0,,208.0,3690.0,3426.0,TEXT,jointEmbedding,Two woman sitting at a table in front of a frame.,{},vibro
vbse056,vibro2,2,1668178414000,92300.0,,inf,inf,inf,IMAGE,globalFeatures, video 01889 at 00:02:42:00 (Frame #3900),{},vibro
vbse056,vibro2,2,1668178417000,95300.0,,749.0,7487.0,6802.0,IMAGE,globalFeatures, video 01889 at 00:02:42:00 (Frame #3900),{},vibro
vbse056,vibro2,2,1668178422000,100300.0,,201.0,3402.0,3140.0,IMAGE,globalFeatures, video 01889 at 00:02:42:00 (Frame #3900),{},vibro
vbse056,vibro2,2,1668178440000,118300.0,,204.0,1199.0,942.0,IMAGE,globalFeatures, video 01889 at 00:02:42:00 (Frame #3900),{},vibro
vbse056,vibro2,2,1668178462000,140300.0,,205.0,730.0,579.0,IMAGE,globalFeatures, video 01889 at 00:02:42:00 (Frame #3900),{},vibro
vbse056,vibro2,2,1668178483000,161300.0,,inf,inf,inf,IMAGE,globalFeatures, video 11195 at 00:28:36:00 (Frame #42900),{},vibro
vbse056,vibro2,2,1668178486000,164300.0,,185.0,572.0,572.0,IMAGE,globalFeatures, video 11195 at 00:28:36:00 (Frame #42900),{},vibro
vbse056,vibro2,2,1668178488000,166300.0,,186.0,626.0,567.0,IMAGE,globalFeatures, video 11195 at 00:28:36:00 (Frame #42900),{},vibro
vbse056,vibro2,2,1668178492000,170300.0,,222.0,682.0,486.0,IMAGE,globalFeatures, video 11195 at 00:28:36:00 (Frame #42900),{},vibro
vbse056,vibro2,2,1668178496000,174300.0,,222.0,682.0,486.0,TEXT,jointEmbedding,Two woman sitting in front of a white picture frame.,{},vibro
vbse056,vibro2,2,1668178515000,193300.0,,2786.0,4782.0,4782.0,TEXT,jointEmbedding,Two sisters sitting at a small table with a white wall and black curtains.,{},vibro
vbse056,vibro2,2,1668178539000,217300.0,,1826.0,3837.0,3837.0,TEXT,jointEmbedding,Two sisters at a small table with a white wall and black curtains.,{},vibro
vbse056,vibro2,2,1668178542000,220300.0,,1695.0,4749.0,4749.0,TEXT,jointEmbedding,Two sisters at a table with a white wall and black curtains.,{},vibro
vbse056,vibro2,2,1668178554000,232300.0,,1113.0,inf,inf,TEXT,jointEmbedding,Two woman at a table with a white wall and black curtains.,{},vibro
vbse056,vibro2,2,1668178559000,237300.0,,inf,inf,inf,IMAGE,globalFeatures, video 11122 at 00:01:57:00 (Frame #2937),{},vibro
vbse056,vibro2,2,1668178565000,243300.0,,1028.0,9069.0,9069.0,IMAGE,globalFeatures, video 11122 at 00:01:57:00 (Frame #2937),{},vibro
vbse056,vibro2,2,1668178590000,268300.0,,inf,inf,inf,IMAGE,globalFeatures, video 09449 at 00:04:15:00 (Frame #6375),{},vibro
vbse056,vibro2,2,1668178591000,269300.0,,2526.0,inf,inf,IMAGE,globalFeatures, video 09449 at 00:04:15:00 (Frame #6375),{},vibro
vbse056,vibro2,2,1668178594000,272300.0,,1290.0,inf,inf,IMAGE,globalFeatures, video 09449 at 00:04:15:00 (Frame #6375),{},vibro
vbse056,vibro2,2,1668178601000,279300.0,,inf,inf,inf,IMAGE,globalFeatures, video 05451 at 00:02:06:00 (Frame #3032),{},vibro
vbse056,vibro2,2,1668178603000,281300.0,,856.0,8596.0,8595.0,IMAGE,globalFeatures, video 05451 at 00:02:06:00 (Frame #3032),{},vibro
vbse056,vibro2,2,1668178609000,287300.0,,inf,inf,inf,IMAGE,globalFeatures, video 11697 at 00:03:27:00 (Frame #5175),{},vibro
vbse056,vibro2,2,1668178612000,290300.0,,1679.0,inf,inf,IMAGE,globalFeatures, video 11697 at 00:03:27:00 (Frame #5175),{},vibro
vbse056,vibro2,2,1668178613000,291300.0,,1645.0,inf,inf,IMAGE,globalFeatures, video 11697 at 00:03:27:00 (Frame #5175),{},vibro
vbse057,vibro2,2,1668178650000,1157.0,229892.0,9617.0,inf,inf,TEXT,jointEmbedding,Two woman in front of a white picture and black curtains.,{},vibro
vbse057,vibro2,2,1668178655000,6157.0,229892.0,inf,inf,inf,TEXT,jointEmbedding,Extremely zoomed recording of some written content.,{},vibro
vbse057,vibro2,2,1668178663000,14157.0,229892.0,8602.0,inf,inf,IMAGE,globalFeatures, video 15603 at 00:00:26:00 (Frame #636),{},vibro
vbse057,vibro2,2,1668178665000,16157.0,229892.0,3857.0,inf,inf,SKETCH,color,color,{},vibro
vbse057,vibro2,2,1668178667000,18157.0,229892.0,8602.0,inf,inf,IMAGE,globalFeatures, video 15603 at 00:00:26:00 (Frame #636),{},vibro
vbse057,vibro2,2,1668178670000,21157.0,229892.0,3970.0,inf,inf,SKETCH,color,color,{},vibro
vbse057,vibro2,2,1668178673000,24157.0,229892.0,8602.0,inf,inf,IMAGE,globalFeatures, video 15603 at 00:00:26:00 (Frame #636),{},vibro
vbse057,vibro2,2,1668178677000,28157.0,229892.0,2177.0,inf,inf,IMAGE,globalFeatures, video 15603 at 00:00:26:00 (Frame #636),{},vibro
vbse057,vibro2,2,1668178679000,30157.0,229892.0,inf,inf,inf,IMAGE,globalFeatures, video 01088 at 00:03:37:00 (Frame #6503),{},vibro
vbse057,vibro2,2,1668178682000,33157.0,229892.0,inf,inf,inf,IMAGE,globalFeatures, video 01088 at 00:03:37:00 (Frame #6503),{},vibro
vbse057,vibro2,2,1668178684000,35157.0,229892.0,inf,inf,inf,IMAGE,globalFeatures, video 01088 at 00:03:37:00 (Frame #6503),{},vibro
vbse057,vibro2,2,1668178697000,48157.0,229892.0,15.0,inf,8662.0,IMAGE,globalFeatures, video 08973 at 00:02:56:00 (Frame #5274),{},vibro
vbse057,vibro2,2,1668178704000,55157.0,229892.0,inf,inf,inf,IMAGE,globalFeatures, video 08973 at 00:02:56:00 (Frame #5274),{},vibro
vbse057,vibro2,2,1668178708000,59157.0,229892.0,inf,inf,inf,IMAGE,globalFeatures, video 08973 at 00:02:56:00 (Frame #5274),{},vibro
vbse057,vibro2,2,1668178713000,64157.0,229892.0,5679.0,inf,inf,IMAGE,globalFeatures, video 08973 at 00:02:56:00 (Frame #5274),{},vibro
vbse057,vibro2,2,1668178716000,67157.0,229892.0,1959.0,inf,inf,IMAGE,globalFeatures, video 08973 at 00:02:56:00 (Frame #5274),{},vibro
vbse057,vibro2,2,1668178725000,76157.0,229892.0,975.0,inf,7633.0,IMAGE,globalFeatures, video 08973 at 00:03:47:00 (Frame #6818),{},vibro
vbse057,vibro2,2,1668178729000,80157.0,229892.0,1325.0,inf,inf,IMAGE,globalFeatures, video 08973 at 00:03:47:00 (Frame #6818),{},vibro
vbse057,vibro2,2,1668178742000,93157.0,229892.0,180.0,inf,inf,IMAGE,globalFeatures, video 08973 at 00:03:47:00 (Frame #6818),{},vibro
vbse057,vibro2,2,1668178764000,115157.0,229892.0,151.0,3242.0,3242.0,IMAGE,globalFeatures, video 08973 at 00:03:47:00 (Frame #6818),{},vibro
vbse057,vibro2,2,1668178770000,121157.0,229892.0,79.0,inf,1416.0,IMAGE,globalFeatures, video 04731 at 00:00:05:00 (Frame #125),{},vibro
vbse057,vibro2,2,1668178773000,124157.0,229892.0,60.0,364.0,364.0,IMAGE,globalFeatures, video 04731 at 00:00:05:00 (Frame #125),{},vibro
vbse057,vibro2,2,1668178778000,129157.0,229892.0,inf,inf,inf,IMAGE,globalFeatures, video 04731 at 00:00:05:00 (Frame #125),{},vibro
vbse057,vibro2,2,1668178780000,131157.0,229892.0,1630.0,inf,inf,IMAGE,globalFeatures, video 04731 at 00:00:05:00 (Frame #125),{},vibro
vbse057,vibro2,2,1668178789000,140157.0,229892.0,928.0,inf,3238.0,IMAGE,globalFeatures, video 09286 at 00:01:13:00 (Frame #1837),{},vibro
vbse057,vibro2,2,1668178794000,145157.0,229892.0,inf,inf,inf,IMAGE,globalFeatures, video 09286 at 00:01:13:00 (Frame #1837),{},vibro
vbse057,vibro2,2,1668178797000,148157.0,229892.0,5598.0,inf,5996.0,IMAGE,globalFeatures, video 09286 at 00:01:13:00 (Frame #1837),{},vibro
vbse057,vibro2,2,1668178847000,198157.0,229892.0,11.0,inf,163.0,IMAGE,globalFeatures, video 09143 at 00:06:01:00 (Frame #8667),{},vibro
vbse057,vibro2,2,1668178864000,215157.0,229892.0,1.0,2.0,2.0,IMAGE,globalFeatures, video 11836 at 00:03:11:00 (Frame #5739),{},vibro
vbse058,vibro2,2,1668178986000,1900.0,,87.0,inf,87.0,TEXT,jointEmbedding,A freestyle downhill skier jumping down rocks between trees.,{},vibro
vbse058,vibro2,2,1668178991000,6900.0,,505.0,1035.0,623.0,IMAGE,globalFeatures, video 09291 at 00:04:11:00 (Frame #7530),{},vibro
vbse058,vibro2,2,1668179011000,26900.0,,1642.0,1901.0,1642.0,TEMPORAL,text > text,A freestyle downhill skier jumping down rocks between trees.  >  ,{},vibro
vbse058,vibro2,2,1668179046000,61900.0,,53.0,503.0,53.0,IMAGE,globalFeatures, video 05223 at 00:01:12:00 (Frame #1812),{},vibro
vbse058,vibro2,2,1668179047000,62900.0,,1110.0,1110.0,1110.0,TEMPORAL,text > text,A freestyle downhill skier jumping down rocks between trees.  >  ,{},vibro
vbse058,vibro2,2,1668179087000,102900.0,,631.0,1493.0,631.0,TEMPORAL,frame > text,frame 0146.jpg in video 05223 at 00:01:12:00 (Frame #1812)  >  ,{},vibro
vbse058,vibro2,2,1668179107000,122900.0,,583.0,583.0,583.0,TEMPORAL,text > text,A freestyle downhill skier  between trees.  >  ,{},vibro
vbse058,vibro2,2,1668179120000,135900.0,,415.0,562.0,562.0,TEMPORAL,text > text,A freestyle downhill skier  between trees.  >  ,{},vibro
vbse058,vibro2,2,1668179140000,155900.0,,14.0,14.0,14.0,IMAGE,globalFeatures, video 07895 at 00:03:24:00 (Frame #5112),{},vibro
vbse058,vibro2,2,1668179141000,156900.0,,41.0,104.0,104.0,TEMPORAL,text > text,A freestyle downhill skier  between trees.  >  ,{},vibro
vbse058,vibro2,2,1668179163000,178900.0,,57.0,57.0,57.0,IMAGE,globalFeatures, video 07895 at 00:03:24:00 (Frame #5112),{},vibro
vbse058,vibro2,2,1668179164000,179900.0,,139.0,1331.0,234.0,TEMPORAL,frame > text,frame 0410.jpg in video 07895 at 00:03:24:00 (Frame #5112)  >  ,{},vibro
vbse058,vibro2,2,1668179182000,197900.0,,129.0,496.0,496.0,TEMPORAL,text > text,A freestyle downhill skier  between trees and blue sky  >  ,{},vibro
vbse058,vibro2,2,1668179200000,215900.0,,339.0,339.0,339.0,IMAGE,globalFeatures, video 16004 at 00:02:18:00 (Frame #4135),{},vibro
vbse058,vibro2,2,1668179201000,216900.0,,115.0,126.0,115.0,TEMPORAL,text > text,A freestyle downhill skier  between trees and blue sky  >  ,{},vibro
vbse058,vibro2,2,1668179227000,242900.0,,86.0,86.0,86.0,TEMPORAL,text > text,A freestyle downhill skier  between trees and blue sky  >  ,{},vibro
vbse058,vibro2,2,1668179248000,263900.0,,18.0,2643.0,18.0,TEMPORAL,text > text,A freestyle downhill skier  between trees and blue sky  >  ,{},vibro
vbse058,vibro2,2,1668179264000,279900.0,,57.0,292.0,57.0,TEMPORAL,text > text,A freestyle downhill skier  between trees and blue sky  >  ,{},vibro
vbse059,vibro2,2,1668179391000,2697.0,200939.0,79.0,863.0,492.0,TEXT,jointEmbedding,A skier flying down a mountain with a parachute.,{},vibro
vbse059,vibro2,2,1668179401000,12697.0,200939.0,1199.0,1199.0,1199.0,IMAGE,globalFeatures, video 14730 at 00:04:34:00 (Frame #8211),{},vibro
vbse059,vibro2,2,1668179407000,18697.0,200939.0,169.0,615.0,373.0,IMAGE,globalFeatures, video 14730 at 00:04:34:00 (Frame #8211),{},vibro
vbse059,vibro2,2,1668179472000,83697.0,200939.0,3952.0,inf,inf,TEXT,jointEmbedding,Two skies flying down a mountain.,{},vibro
vbse059,vibro2,2,1668179482000,93697.0,200939.0,3757.0,6586.0,6586.0,TEXT,jointEmbedding,Two skies flying down a show mountain.,{},vibro
vbse059,vibro2,2,1668179496000,107697.0,200939.0,2068.0,6700.0,3794.0,IMAGE,globalFeatures, video 11749 at 00:04:16:00 (Frame #7687),{},vibro
